full_name,email,company,title,industry,company_size,phone
Phạm Quang Hùng,pham.quang.hung.13170@gmail.com,CenLand,CEO,software,25,0355997393
Bùi Hữu Oanh,bui.huu.oanh.13171@gmail.com,Duy Tan Plastics,Sales Director,software,25,0912785148
Nguyễn Đức Dũng,nguyen.duc.dung.13172@gmail.com,Haravan,CFO,education,10,0708275246
Đặng Ngọc Bình,dang.ngoc.binh.13173@gmail.com,Duy Tan Plastics,Kế toán trưởng,logistics,25,0903818815
Lý Hồng Phúc,ly.hong.phuc.13174@pharmacity.vn,Pharmacity,Product Manager,ecommerce,250,0351429965
Võ Minh Nam,vo.minh.nam.13175@gmail.com,Tiki,Product Manager,education,120,0930253762
Lê Thanh Châu,le.thanh.chau.13176@gmail.com,Vinamilk,Head of Finance,fintech,500,0963216194
Dương Văn Mai,duong.van.mai.13177@gmail.com,PNJ,Marketing Manager,fintech,500,0974773561
Phan Thanh Phúc,phan.thanh.phuc.13178@gmail.com,FPT Software,Marketing Manager,software,25,0907482302
Hoàng Minh Giang,hoang.minh.giang.13179@thacoindustr.vn,Thaco Industries,Procurement Manager,education,1500,0964245843
Hoàng Văn Hà,hoang.van.ha.13180@gmail.com,PNJ,Procurement Manager,software,500,0911013768
Nguyễn Xuân Bình,nguyen.xuan.binh.13181@kiotviet.vn,KiotViet,Marketing Manager,manufacturing,10,0976362832
Vũ Hồng Bình,vu.hong.binh.13182@thacoindustr.vn,Thaco Industries,Sales Director,healthcare,120,0709787480
Dương Văn Dũng,duong.van.dung.13183@momo.vn,MoMo,Head of Finance,education,10,0908232934
Lý Xuân An,ly.xuan.an.13184@topcv.vn,TopCV,Head of Finance,software,500,0914199845
Lê Văn Giang,le.van.giang.13185@gmail.com,Haravan,Product Manager,retail,120,0964944193
Phan Hồng Khánh,phan.hong.khanh.13186@thacoindustr.vn,Thaco Industries,Marketing Manager,ecommerce,1500,0936890301
Bùi Quang Nam,bui.quang.nam.13187@vinamilk.vn,Vinamilk,CTO,education,25,0969885916
Đỗ Minh An,do.minh.an.13188@basevn.vn,Base.vn,CFO,software,10,0861007535
Lê Văn Bình,le.van.binh.13189@cenland.vn,CenLand,CTO,manufacturing,10,0935785972
Vũ Văn Châu,vu.van.chau.13190@fptsoftware.vn,FPT Software,CEO,software,500,0978945072
Phan Thanh Trang,phan.thanh.trang.13191@kiotviet.vn,KiotViet,Head of Finance,healthcare,25,0932702615
Ngô Minh Trang,ngo.minh.trang.13192@fptsoftware.vn,FPT Software,Head of Finance,retail,25,0866556340
Đặng Thị Châu,dang.thi.chau.13193@vinmec.vn,Vinmec,Product Manager,fintech,50,0862388101
Hồ Minh Linh,ho.minh.linh.13194@vngcorporati.vn,VNG Corporation,Marketing Manager,ecommerce,50,0962849975
Lý Minh Tuấn,ly.minh.tuan.13195@gmail.com,MoMo,Sales Director,retail,25,0937319495
Đỗ Hữu Châu,do.huu.chau.13196@thecoffeehou.vn,The Coffee House,Product Manager,logistics,500,0907174754
Đặng Văn Nam,dang.van.nam.13197@pharmacity.vn,Pharmacity,Sales Director,ecommerce,50,0977616200
Lê Xuân Hà,le.xuan.ha.13198@gmail.com,Vinmec,Procurement Manager,manufacturing,120,0708030469
Ngô Xuân Tuấn,ngo.xuan.tuan.13199@thecoffeehou.vn,The Coffee House,CFO,healthcare,50,0938638637
Hoàng Hữu Oanh,hoang.huu.oanh.13200@gmail.com,TopCV,Procurement Manager,logistics,120,0978358394
Đặng Thị Tâm,dang.thi.tam.13201@thacoindustr.vn,Thaco Industries,CTO,manufacturing,10,0975317441
Lê Hồng An,le.hong.an.13202@gmail.com,Base.vn,Procurement Manager,retail,25,0350060396
Ngô Văn Trang,ngo.van.trang.13203@gmail.com,TopCV,Sales Director,manufacturing,500,0358687208
Hoàng Văn Phúc,hoang.van.phuc.13204@gmail.com,Gemadept Logistics,Head of Finance,logistics,120,0700906095
Lê Văn Quân,le.van.quan.13205@gmail.com,Tiki,CTO,software,500,0865624310
Ngô Hồng Linh,ngo.hong.linh.13206@tiki.vn,Tiki,Operations Manager,manufacturing,50,0918565536
Trần Thị Sơn,tran.thi.son.13207@thecoffeehou.vn,The Coffee House,Procurement Manager,education,50,0709071153
Hoàng Hồng Châu,hoang.hong.chau.13208@vinamilk.vn,Vinamilk,CEO,education,50,0917687284
Ngô Quang Nam,ngo.quang.nam.13209@gmail.com,FPT Software,Product Manager,manufacturing,500,0869918758
Vũ Hữu Giang,vu.huu.giang.13210@gemadeptlogi.vn,Gemadept Logistics,Marketing Manager,fintech,250,0932076301
Nguyễn Xuân Khánh,nguyen.xuan.khanh.13211@vngcorporati.vn,VNG Corporation,Procurement Manager,logistics,25,0971815582
Hoàng Ngọc Tuấn,hoang.ngoc.tuan.13212@pharmacity.vn,Pharmacity,CEO,healthcare,10,0917116910
Lê Hồng Trang,le.hong.trang.13213@shopeevietna.vn,Shopee Vietnam,Procurement Manager,logistics,10,0324347282
Vũ Hữu An,vu.huu.an.13214@gmail.com,Vinamilk,CTO,manufacturing,10,0979045853
Hoàng Minh Châu,hoang.minh.chau.13215@viettiengarm.vn,Viet Tien Garment,Head of Finance,manufacturing,250,0708819934
Phạm Hữu Linh,pham.huu.linh.13216@shopeevietna.vn,Shopee Vietnam,Sales Director,manufacturing,500,0937702659
Ngô Thanh Oanh,ngo.thanh.oanh.13217@gmail.com,PNJ,CEO,software,500,0358397939
Lý Minh Trang,ly.minh.trang.13218@cenland.vn,CenLand,Operations Manager,software,120,0974542434
Võ Minh Dũng,vo.minh.dung.13219@gmail.com,Viet Tien Garment,Kế toán trưởng,logistics,120,0702468792
Phan Quang Tâm,phan.quang.tam.13220@vinamilk.vn,Vinamilk,Product Manager,fintech,500,0935804591
Đặng Văn Phúc,dang.van.phuc.13221@gmail.com,Gemadept Logistics,CFO,education,250,0350909435
Phạm Quang Sơn,pham.quang.son.13222@thecoffeehou.vn,The Coffee House,Product Manager,ecommerce,1500,0963361942
Võ Hồng Trang,vo.hong.trang.13223@tiki.vn,Tiki,CEO,software,500,0917160974
Lê Đức Mai,le.duc.mai.13224@gmail.com,Thaco Industries,Procurement Manager,manufacturing,25,0351715865
Dương Văn Linh,duong.van.linh.13225@shopeevietna.vn,Shopee Vietnam,CTO,healthcare,50,0930468041
Phan Hữu Tâm,phan.huu.tam.13226@cenland.vn,CenLand,CEO,fintech,250,0355158559
Nguyễn Đức Nam,nguyen.duc.nam.13227@gmail.com,KiotViet,Marketing Manager,manufacturing,10,0902800055
Phạm Đức Tâm,pham.duc.tam.13228@vinamilk.vn,Vinamilk,Product Manager,manufacturing,25,0863630535
Bùi Hữu Dũng,bui.huu.dung.13229@viettiengarm.vn,Viet Tien Garment,Head of Finance,software,1500,0961839744
Dương Hồng Nam,duong.hong.nam.13230@haravan.vn,Haravan,Product Manager,fintech,250,0326873832
Hồ Quang Trang,ho.quang.trang.13231@gmail.com,Tiki,Procurement Manager,logistics,120,0916935282
Hoàng Xuân Dũng,hoang.xuan.dung.13232@topcv.vn,TopCV,Procurement Manager,software,50,0971930194
Vũ Hồng Giang,vu.hong.giang.13233@vinamilk.vn,Vinamilk,CEO,ecommerce,1500,0961013203
Vũ Xuân Hà,vu.xuan.ha.13234@hoaphat.vn,Hoà Phát,CTO,logistics,250,0931265573
Vũ Hữu Sơn,vu.huu.son.13235@gemadeptlogi.vn,Gemadept Logistics,Product Manager,software,50,0936633965
Lý Quang Dũng,ly.quang.dung.13236@thecoffeehou.vn,The Coffee House,Kế toán trưởng,fintech,500,0326045790
Lê Quang Dũng,le.quang.dung.13237@hoaphat.vn,Hoà Phát,CEO,ecommerce,120,0706738106
Phan Hồng Hùng,phan.hong.hung.13238@gmail.com,Shopee Vietnam,Product Manager,software,250,0322597950
Phạm Văn An,pham.van.an.13239@thacoindustr.vn,Thaco Industries,Head of Finance,ecommerce,250,0936433034
Nguyễn Quang Dũng,nguyen.quang.dung.13240@gmail.com,Hoà Phát,CTO,manufacturing,120,0321737288
Võ Văn Dũng,vo.van.dung.13241@vinmec.vn,Vinmec,Kế toán trưởng,software,50,0916151562
Trần Ngọc Sơn,tran.ngoc.son.13242@momo.vn,MoMo,Procurement Manager,education,25,0961274447
Phan Thị Khánh,phan.thi.khanh.13243@tiki.vn,Tiki,Product Manager,retail,50,0353798185
Lý Hồng Hùng,ly.hong.hung.13244@thacoindustr.vn,Thaco Industries,Procurement Manager,education,50,0907486652
Lê Xuân Khánh,le.xuan.khanh.13245@hoaphat.vn,Hoà Phát,Head of Finance,logistics,25,0908629765
Phan Hữu Linh,phan.huu.linh.13246@pharmacity.vn,Pharmacity,Product Manager,healthcare,120,0931568935
Phan Quang Tuấn,phan.quang.tuan.13247@cenland.vn,CenLand,Sales Director,retail,1500,0860111477
Vũ Hữu Tâm,vu.huu.tam.13248@gemadeptlogi.vn,Gemadept Logistics,Procurement Manager,manufacturing,1500,0972024768
Ngô Minh Tuấn,ngo.minh.tuan.13249@gmail.com,VNG Corporation,Marketing Manager,manufacturing,1500,0973089659
Lý Ngọc Quân,ly.ngoc.quan.13250@gmail.com,Shopee Vietnam,Marketing Manager,manufacturing,10,0964507061
Lý Hồng Hà,ly.hong.ha.13251@vinamilk.vn,Vinamilk,CTO,manufacturing,50,0934070114
Trần Xuân Sơn,tran.xuan.son.13252@shopeevietna.vn,Shopee Vietnam,Product Manager,education,500,0350315888
Đỗ Quang Mai,do.quang.mai.13253@pharmacity.vn,Pharmacity,Sales Director,fintech,250,0975156093
Vũ Hữu Trang,vu.huu.trang.13254@vinamilk.vn,Vinamilk,Head of Finance,healthcare,10,0326208341
Hồ Văn Tuấn,ho.van.tuan.13255@vinmec.vn,Vinmec,Sales Director,manufacturing,10,0968909910
Lý Hữu Bình,ly.huu.binh.13256@viettiengarm.vn,Viet Tien Garment,CTO,healthcare,50,0965818393
Phan Minh Việt,phan.minh.viet.13257@gmail.com,Gemadept Logistics,Sales Director,education,1500,0919254640
Nguyễn Đức Dũng,nguyen.duc.dung.13258@gmail.com,Shopee Vietnam,Kế toán trưởng,retail,50,0864957445
Lý Thị Linh,ly.thi.linh.13259@thacoindustr.vn,Thaco Industries,Procurement Manager,software,50,0353042139
Lý Thị Trang,ly.thi.trang.13260@thecoffeehou.vn,The Coffee House,Sales Director,manufacturing,250,0862839774
Lê Thị Tuấn,le.thi.tuan.13261@gmail.com,Shopee Vietnam,CFO,software,25,0964167187
Phạm Minh Oanh,pham.minh.oanh.13262@pnj.vn,PNJ,CFO,ecommerce,500,0978230626
Ngô Thị Trang,ngo.thi.trang.13263@duytanplasti.vn,Duy Tan Plastics,Operations Manager,ecommerce,1500,0865475755
Ngô Ngọc Giang,ngo.ngoc.giang.13264@gmail.com,Gemadept Logistics,Head of Finance,software,120,0919534892
Đặng Thị An,dang.thi.an.13265@thacoindustr.vn,Thaco Industries,Operations Manager,manufacturing,250,0324464888
Ngô Hồng An,ngo.hong.an.13266@hoaphat.vn,Hoà Phát,CEO,healthcare,1500,0702452791
Đặng Ngọc An,dang.ngoc.an.13267@haravan.vn,Haravan,Kế toán trưởng,retail,1500,0327074346
Hoàng Hồng Tâm,hoang.hong.tam.13268@cenland.vn,CenLand,Sales Director,ecommerce,25,0863605716
Phan Ngọc Sơn,phan.ngoc.son.13269@gmail.com,KiotViet,Product Manager,healthcare,1500,0323601800
Ngô Minh Bình,ngo.minh.binh.13270@gmail.com,The Coffee House,CEO,ecommerce,25,0971293473
Phan Xuân Mai,phan.xuan.mai.13271@basevn.vn,Base.vn,Kế toán trưởng,software,25,0906953100
Phan Hồng Mai,phan.hong.mai.13272@topcv.vn,TopCV,Sales Director,software,25,0933853204
Vũ Ngọc Châu,vu.ngoc.chau.13273@topcv.vn,TopCV,Operations Manager,ecommerce,120,0321971882
Nguyễn Văn Linh,nguyen.van.linh.13274@gmail.com,Thaco Industries,Kế toán trưởng,manufacturing,25,0864882224
Võ Hữu Oanh,vo.huu.oanh.13275@cenland.vn,CenLand,CEO,ecommerce,500,0704554387
Phan Hồng Giang,phan.hong.giang.13276@gmail.com,The Coffee House,Head of Finance,fintech,1500,0969329526
Bùi Hồng Oanh,bui.hong.oanh.13277@gmail.com,CenLand,Procurement Manager,logistics,1500,0911943946
Lý Đức Mai,ly.duc.mai.13278@viettiengarm.vn,Viet Tien Garment,Sales Director,education,10,0702064575
Bùi Ngọc Việt,bui.ngoc.viet.13279@pnj.vn,PNJ,CTO,retail,50,0352658293
Trần Thanh Nam,tran.thanh.nam.13280@vinamilk.vn,Vinamilk,Product Manager,fintech,25,0869415576
Hồ Quang Tuấn,ho.quang.tuan.13281@vngcorporati.vn,VNG Corporation,Marketing Manager,software,500,0969003415
Hoàng Đức Hùng,hoang.duc.hung.13282@gmail.com,The Coffee House,Kế toán trưởng,software,250,0963433466
Hoàng Văn Trang,hoang.van.trang.13283@pharmacity.vn,Pharmacity,Head of Finance,ecommerce,25,0910214914
Võ Văn Tâm,vo.van.tam.13284@gmail.com,Shopee Vietnam,Head of Finance,ecommerce,120,0901993320
Nguyễn Hồng Dũng,nguyen.hong.dung.13285@vngcorporati.vn,VNG Corporation,CFO,healthcare,25,0326435670
Phạm Hữu Linh,pham.huu.linh.13286@pnj.vn,PNJ,Sales Director,ecommerce,10,0914780853
Nguyễn Xuân Linh,nguyen.xuan.linh.13287@gemadeptlogi.vn,Gemadept Logistics,Product Manager,fintech,250,0357222277
Đỗ Hữu Tâm,do.huu.tam.13288@shopeevietna.vn,Shopee Vietnam,Product Manager,ecommerce,120,0966621576
Hồ Thị Quân,ho.thi.quan.13289@viettiengarm.vn,Viet Tien Garment,CEO,ecommerce,120,0962586709
Vũ Quang Việt,vu.quang.viet.13290@basevn.vn,Base.vn,CTO,retail,120,0919111445
Dương Đức Châu,duong.duc.chau.13291@hoaphat.vn,Hoà Phát,Procurement Manager,education,120,0971123079
Lý Thanh Tâm,ly.thanh.tam.13292@basevn.vn,Base.vn,CFO,ecommerce,250,0867194424
Trần Thanh Châu,tran.thanh.chau.13293@gemadeptlogi.vn,Gemadept Logistics,Marketing Manager,fintech,50,0907301816
Võ Hữu Lan,vo.huu.lan.13294@tiki.vn,Tiki,Head of Finance,software,10,0320746944
Đặng Thị Bình,dang.thi.binh.13295@thecoffeehou.vn,The Coffee House,Head of Finance,fintech,120,0962878983
Vũ Đức Hùng,vu.duc.hung.13296@basevn.vn,Base.vn,CTO,education,120,0909973356
Đặng Đức Bình,dang.duc.binh.13297@kiotviet.vn,KiotViet,Product Manager,healthcare,10,0916555621
Ngô Hồng Dũng,ngo.hong.dung.13298@vinamilk.vn,Vinamilk,CTO,education,10,0930988709
Bùi Văn Dũng,bui.van.dung.13299@gmail.com,Pharmacity,Kế toán trưởng,logistics,1500,0917391173
Dương Hữu Phúc,duong.huu.phuc.13300@kiotviet.vn,KiotViet,Procurement Manager,logistics,1500,0939946674
Ngô Hữu Oanh,ngo.huu.oanh.13301@duytanplasti.vn,Duy Tan Plastics,Procurement Manager,ecommerce,10,0961872505
Ngô Thanh Oanh,ngo.thanh.oanh.13302@momo.vn,MoMo,Operations Manager,ecommerce,10,0966824643
Đặng Đức Lan,dang.duc.lan.13303@vngcorporati.vn,VNG Corporation,Kế toán trưởng,manufacturing,250,0978910254
Hoàng Ngọc Hà,hoang.ngoc.ha.13304@basevn.vn,Base.vn,CEO,logistics,500,0915618611
Hoàng Thanh Mai,hoang.thanh.mai.13305@thecoffeehou.vn,The Coffee House,Marketing Manager,education,1500,0906802641
Phan Quang Tâm,phan.quang.tam.13306@basevn.vn,Base.vn,Marketing Manager,retail,250,0904715564
Võ Hồng Sơn,vo.hong.son.13307@thecoffeehou.vn,The Coffee House,Marketing Manager,logistics,1500,0861825926
Võ Thanh Giang,vo.thanh.giang.13308@gmail.com,Pharmacity,CFO,healthcare,50,0908589894
Phạm Thanh Hùng,pham.thanh.hung.13309@gmail.com,Tiki,CTO,ecommerce,500,0970586350
Bùi Hữu Nam,bui.huu.nam.13310@fptsoftware.vn,FPT Software,CFO,software,120,0969342483
Lý Ngọc Trang,ly.ngoc.trang.13311@topcv.vn,TopCV,CFO,software,500,0939461189
Phan Thanh Khánh,phan.thanh.khanh.13312@pharmacity.vn,Pharmacity,CFO,fintech,50,0325263340
Võ Đức Dũng,vo.duc.dung.13313@viettiengarm.vn,Viet Tien Garment,Operations Manager,retail,1500,0969804259
Lê Thị Linh,le.thi.linh.13314@pharmacity.vn,Pharmacity,Procurement Manager,ecommerce,1500,0704288021
Lý Thanh Khánh,ly.thanh.khanh.13315@thacoindustr.vn,Thaco Industries,Operations Manager,software,25,0936098152
Bùi Ngọc Châu,bui.ngoc.chau.13316@cenland.vn,CenLand,CEO,healthcare,120,0325922625
Hồ Quang An,ho.quang.an.13317@gmail.com,Vinmec,CTO,manufacturing,1500,0902494052
Hoàng Văn Châu,hoang.van.chau.13318@hoaphat.vn,Hoà Phát,Sales Director,education,500,0977953053
Đỗ Thị Tâm,do.thi.tam.13319@shopeevietna.vn,Shopee Vietnam,Product Manager,fintech,25,0960215889
Lý Hồng Hà,ly.hong.ha.13320@kiotviet.vn,KiotViet,Sales Director,fintech,120,0902314458
Phan Thanh Lan,phan.thanh.lan.13321@topcv.vn,TopCV,CTO,fintech,500,0967849334
Ngô Đức Giang,ngo.duc.giang.13322@tiki.vn,Tiki,CEO,healthcare,1500,0860076493
Nguyễn Hồng Hùng,nguyen.hong.hung.13323@gmail.com,VNG Corporation,Kế toán trưởng,retail,250,0351108439
Đỗ Đức Hùng,do.duc.hung.13324@vngcorporati.vn,VNG Corporation,Procurement Manager,retail,25,0960989395
Dương Hồng Sơn,duong.hong.son.13325@thacoindustr.vn,Thaco Industries,Head of Finance,retail,120,0359724085
Ngô Thanh Tâm,ngo.thanh.tam.13326@momo.vn,MoMo,CTO,logistics,500,0965847727
Dương Thị Việt,duong.thi.viet.13327@hoaphat.vn,Hoà Phát,Kế toán trưởng,education,50,0935788004
Nguyễn Quang Khánh,nguyen.quang.khanh.13328@gmail.com,KiotViet,CFO,fintech,1500,0962406616
Trần Thanh Linh,tran.thanh.linh.13329@gmail.com,KiotViet,Sales Director,software,500,0912306933
Dương Thanh Bình,duong.thanh.binh.13330@vinmec.vn,Vinmec,Procurement Manager,education,25,0902846941
Bùi Thị Tuấn,bui.thi.tuan.13331@gmail.com,VNG Corporation,Kế toán trưởng,retail,50,0868856413
Vũ Hữu Châu,vu.huu.chau.13332@vinamilk.vn,Vinamilk,Head of Finance,ecommerce,250,0932041217
Bùi Minh Phúc,bui.minh.phuc.13333@hoaphat.vn,Hoà Phát,Head of Finance,ecommerce,10,0354734550
Trần Minh Hà,tran.minh.ha.13334@hoaphat.vn,Hoà Phát,Kế toán trưởng,fintech,50,0960889270
Vũ Quang Quân,vu.quang.quan.13335@shopeevietna.vn,Shopee Vietnam,Kế toán trưởng,fintech,50,0354620951
Võ Văn Hà,vo.van.ha.13336@kiotviet.vn,KiotViet,Product Manager,healthcare,1500,0960140722
Ngô Quang Tâm,ngo.quang.tam.13337@gmail.com,KiotViet,Sales Director,fintech,50,0354643959
Bùi Văn Việt,bui.van.viet.13338@gemadeptlogi.vn,Gemadept Logistics,Sales Director,retail,120,0901400506
Võ Hữu Khánh,vo.huu.khanh.13339@hoaphat.vn,Hoà Phát,CTO,ecommerce,10,0917965776
Lê Ngọc Hà,le.ngoc.ha.13340@gemadeptlogi.vn,Gemadept Logistics,Sales Director,fintech,25,0326905992
Phạm Văn Tuấn,pham.van.tuan.13341@gmail.com,Vinamilk,Head of Finance,fintech,120,0869395032
Phạm Quang Quân,pham.quang.quan.13342@basevn.vn,Base.vn,CTO,manufacturing,1500,0327245959
Bùi Minh Sơn,bui.minh.son.13343@vinmec.vn,Vinmec,Product Manager,software,1500,0321023720
Phạm Minh Hà,pham.minh.ha.13344@vinamilk.vn,Vinamilk,CFO,manufacturing,10,0933174315
Lý Hữu Trang,ly.huu.trang.13345@basevn.vn,Base.vn,Operations Manager,ecommerce,500,0914733353
Dương Đức Phúc,duong.duc.phuc.13346@gmail.com,Vinamilk,Product Manager,logistics,120,0963665723
Hồ Xuân Oanh,ho.xuan.oanh.13347@gmail.com,Gemadept Logistics,Sales Director,software,10,0905439638
Hồ Thanh Phúc,ho.thanh.phuc.13348@vngcorporati.vn,VNG Corporation,Kế toán trưởng,fintech,120,0930083708
Lý Thanh Sơn,ly.thanh.son.13349@hoaphat.vn,Hoà Phát,Procurement Manager,manufacturing,120,0907103900
Đặng Thị Tuấn,dang.thi.tuan.13350@kiotviet.vn,KiotViet,Marketing Manager,software,120,0321170844
Hồ Thị Linh,ho.thi.linh.13351@gmail.com,Vinmec,Head of Finance,healthcare,1500,0917064801
Bùi Đức Quân,bui.duc.quan.13352@gmail.com,Tiki,Kế toán trưởng,retail,120,0860024846
Phan Xuân Châu,phan.xuan.chau.13353@duytanplasti.vn,Duy Tan Plastics,CEO,healthcare,50,0703510542
Ngô Hồng Linh,ngo.hong.linh.13354@vinmec.vn,Vinmec,Operations Manager,retail,25,0707248371
Võ Xuân Khánh,vo.xuan.khanh.13355@tiki.vn,Tiki,CTO,retail,250,0862442968
Phan Ngọc Sơn,phan.ngoc.son.13356@viettiengarm.vn,Viet Tien Garment,Marketing Manager,software,250,0939956418
Đỗ Đức Dũng,do.duc.dung.13357@thacoindustr.vn,Thaco Industries,Product Manager,logistics,10,0701705518
Nguyễn Hữu Sơn,nguyen.huu.son.13358@viettiengarm.vn,Viet Tien Garment,Sales Director,logistics,50,0964074855
Dương Xuân Phúc,duong.xuan.phuc.13359@shopeevietna.vn,Shopee Vietnam,Operations Manager,fintech,1500,0960305787
Phạm Ngọc Hùng,pham.ngoc.hung.13360@fptsoftware.vn,FPT Software,Marketing Manager,ecommerce,500,0324807480
Đỗ Văn Linh,do.van.linh.13361@momo.vn,MoMo,CFO,education,120,0324504749
Hồ Hữu Bình,ho.huu.binh.13362@topcv.vn,TopCV,CTO,healthcare,25,0323567672
Hồ Ngọc Sơn,ho.ngoc.son.13363@vinamilk.vn,Vinamilk,Procurement Manager,manufacturing,25,0352618014
Trần Hồng Hùng,tran.hong.hung.13364@pnj.vn,PNJ,Operations Manager,ecommerce,10,0914393196
Dương Thị Mai,duong.thi.mai.13365@viettiengarm.vn,Viet Tien Garment,Head of Finance,healthcare,120,0704405488
Ngô Thị Nam,ngo.thi.nam.13366@momo.vn,MoMo,CTO,manufacturing,50,0702273661
Hồ Thị Nam,ho.thi.nam.13367@haravan.vn,Haravan,Sales Director,software,10,0973475913
Trần Minh Nam,tran.minh.nam.13368@vinmec.vn,Vinmec,Operations Manager,fintech,50,0867122308
Võ Hữu Dũng,vo.huu.dung.13369@gemadeptlogi.vn,Gemadept Logistics,Marketing Manager,logistics,10,0908102589
Đỗ Minh Oanh,do.minh.oanh.13370@gmail.com,Base.vn,Procurement Manager,manufacturing,250,0908532651
Lê Hữu Linh,le.huu.linh.13371@pharmacity.vn,Pharmacity,CTO,ecommerce,250,0321160632
Hồ Hồng Hùng,ho.hong.hung.13372@thecoffeehou.vn,The Coffee House,Kế toán trưởng,software,250,0978683184
Ngô Thanh Mai,ngo.thanh.mai.13373@tiki.vn,Tiki,CFO,logistics,25,0355032904
Hồ Đức Hùng,ho.duc.hung.13374@vinmec.vn,Vinmec,Sales Director,ecommerce,1500,0933771549
Nguyễn Quang Tuấn,nguyen.quang.tuan.13375@gmail.com,KiotViet,Kế toán trưởng,healthcare,10,0322981997
Vũ Hữu Châu,vu.huu.chau.13376@fptsoftware.vn,FPT Software,Product Manager,software,50,0934051968
Lê Hữu Tâm,le.huu.tam.13377@gmail.com,Duy Tan Plastics,Kế toán trưởng,healthcare,25,0976120698
Lê Hữu Oanh,le.huu.oanh.13378@thecoffeehou.vn,The Coffee House,Marketing Manager,ecommerce,1500,0967052588
Đỗ Minh Khánh,do.minh.khanh.13379@gemadeptlogi.vn,Gemadept Logistics,CTO,software,250,0970554488
Dương Quang Nam,duong.quang.nam.13380@thecoffeehou.vn,The Coffee House,Sales Director,fintech,500,0355831153
Đặng Thị Oanh,dang.thi.oanh.13381@gemadeptlogi.vn,Gemadept Logistics,CTO,manufacturing,120,0327874973
Phan Xuân Trang,phan.xuan.trang.13382@basevn.vn,Base.vn,Head of Finance,logistics,250,0326848715
Đỗ Minh Trang,do.minh.trang.13383@vinmec.vn,Vinmec,Marketing Manager,fintech,1500,0355743981
Hoàng Văn Trang,hoang.van.trang.13384@basevn.vn,Base.vn,Procurement Manager,logistics,250,0703382320
Hoàng Hồng Tuấn,hoang.hong.tuan.13385@cenland.vn,CenLand,Marketing Manager,logistics,50,0320555805
Vũ Xuân Oanh,vu.xuan.oanh.13386@duytanplasti.vn,Duy Tan Plastics,Procurement Manager,manufacturing,120,0913146120
Hồ Thanh Châu,ho.thanh.chau.13387@gemadeptlogi.vn,Gemadept Logistics,CEO,logistics,50,0327152708
Bùi Minh Bình,bui.minh.binh.13388@haravan.vn,Haravan,Procurement Manager,retail,25,0936373239
Lê Minh Dũng,le.minh.dung.13389@gmail.com,The Coffee House,Operations Manager,software,1500,0329402334
Trần Văn Linh,tran.van.linh.13390@gmail.com,PNJ,Head of Finance,education,250,0323404943
Trần Minh Tuấn,tran.minh.tuan.13391@viettiengarm.vn,Viet Tien Garment,Marketing Manager,ecommerce,1500,0322397521
Phạm Minh Oanh,pham.minh.oanh.13392@topcv.vn,TopCV,CTO,logistics,10,0353628190
Vũ Thị An,vu.thi.an.13393@fptsoftware.vn,FPT Software,Procurement Manager,fintech,120,0706314381
Hoàng Hữu Bình,hoang.huu.binh.13394@basevn.vn,Base.vn,Procurement Manager,logistics,250,0939174115
Ngô Văn Lan,ngo.van.lan.13395@vinmec.vn,Vinmec,Head of Finance,fintech,500,0974838967
Dương Minh Hà,duong.minh.ha.13396@vinamilk.vn,Vinamilk,Marketing Manager,healthcare,10,0969491164
Dương Xuân Khánh,duong.xuan.khanh.13397@gemadeptlogi.vn,Gemadept Logistics,Marketing Manager,fintech,1500,0900711034
Hoàng Hồng Dũng,hoang.hong.dung.13398@gmail.com,Haravan,CTO,education,25,0868370645
Phan Quang Phúc,phan.quang.phuc.13399@cenland.vn,CenLand,CTO,retail,10,0704911838
Đặng Ngọc Phúc,dang.ngoc.phuc.13400@vinmec.vn,Vinmec,Marketing Manager,software,120,0963574579
Dương Ngọc Khánh,duong.ngoc.khanh.13401@gemadeptlogi.vn,Gemadept Logistics,CTO,retail,1500,0913809474
Dương Quang Trang,duong.quang.trang.13402@pnj.vn,PNJ,Product Manager,software,50,0967491500
Đỗ Thị Hà,do.thi.ha.13403@haravan.vn,Haravan,Head of Finance,manufacturing,500,0963342566
Đặng Đức Hùng,dang.duc.hung.13404@basevn.vn,Base.vn,Marketing Manager,retail,120,0862928864
Trần Hồng Dũng,tran.hong.dung.13405@gmail.com,The Coffee House,Sales Director,education,120,0906205383
Đặng Đức Bình,dang.duc.binh.13406@gmail.com,Base.vn,Operations Manager,ecommerce,1500,0931739045
Hồ Hữu Linh,ho.huu.linh.13407@vinamilk.vn,Vinamilk,Sales Director,retail,50,0938194192
Hồ Quang Khánh,ho.quang.khanh.13408@thacoindustr.vn,Thaco Industries,Procurement Manager,retail,10,0963726869
Đỗ Xuân Hùng,do.xuan.hung.13409@gmail.com,Viet Tien Garment,Sales Director,fintech,250,0703963278
Đặng Ngọc Châu,dang.ngoc.chau.13410@vinmec.vn,Vinmec,Procurement Manager,manufacturing,120,0354970575
Lý Đức Việt,ly.duc.viet.13411@kiotviet.vn,KiotViet,Kế toán trưởng,manufacturing,10,0971718394
Đặng Hồng Nam,dang.hong.nam.13412@gmail.com,TopCV,Marketing Manager,ecommerce,10,0864819866
Ngô Minh Bình,ngo.minh.binh.13413@shopeevietna.vn,Shopee Vietnam,Operations Manager,logistics,120,0863721051
